Statename,CourseofStudy,ClassOfGrade,Date of Graduation,MaritalStatus,Gender,DateOfBirth,College,DeptmentCode
Oyo State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Lower,NA,S,M,2000-02-02,COLERM,AQFM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-01-26,COLPLANT,HRT
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-06-19,COLAMRUD,AEFM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-01-28,COLANIM,ANP
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-04-21,COLPLANT,PPCP
Lagos State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,F,2003-01-11,COLBIOS,BCH
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-06-09,COLPLANT,PPCP
Ogun State,ELECTRICAL AND ELECTRONICS ENGINEERING/B.ENGR.,Second Class Lower,NA,S,M,1999-05-24,COLENG,ELE
Oyo State,ZOOLOGY/B.SC.,Second Class Lower,NA,S,M,1998-06-14,COLBIOS,PAZ
Ogun State,NUTRITION AND DIETETICS/B.Sc.,Second Class Lower,NA,S,F,2003-06-09,COLFHEC,NUD
Lagos State,ZOOLOGY/B.SC.,Second Class Lower,NA,S,F,2001-01-15,COLBIOS,PAZ
Ondo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1998-08-10,COLANIM,ANP
Oyo State,WATER RESOURCES MANAGEMENT AND AGROMETEOROLOGY (HYDROLOGY OPTION)/B.WRMA,Second Class Lower,NA,S,M,2002-09-23,COLERM,WMA
Lagos State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,M,2001-04-17,COLPHYS,CSC
Lagos State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,M,2001-10-29,COLPHYS,CSC
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1998-01-06,COLANIM,ANP
Ogun State,STATISTICS/B.Sc.,Second Class Lower,NA,S,F,2001-09-26,COLPHYS,STS
Lagos State,CIVIL ENGINEERING/B.ENGR.,Second Class Lower,NA,S,M,2000-10-03,COLENG,CVE
Oyo State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,M,2000-02-15,COLPHYS,CSC
Ogun State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,M,2002-11-20,COLBIOS,BCH
Benue State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-05-12,COLANIM,PRM
Ogun State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,2002-05-14,COLPHYS,MTS
Oyo State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,M,1998-11-05,COLBIOS,BCH
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-03-06,COLPLANT,CPT
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1999-12-23,COLAMRUD,AGAD
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-04-30,COLAMRUD,AEFM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-07-04,COLPLANT,CPT
Ogun State,HOME SCIENCE AND MANAGEMENT(CHILD DEVELOPMENT & FAMILY STUDIES)/B.Sc.,Second Class Lower,NA,S,F,1994-09-05,COLFHEC,HSM
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-02-15,COLPLANT,SSLM
Lagos State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,M,2000-06-10,COLPHYS,CSC
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-07-20,COLANIM,APH
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1998-05-13,COLAMRUD,AEFM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2002-09-13,COLANIM,PRM
Cross River State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Lower,NA,S,F,2000-06-28,COLFHEC,HTM
Ogun State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,M,2001-12-31,COLPHYS,CSC
Oyo State,ZOOLOGY/B.SC.,Second Class Lower,NA,S,F,2000-11-15,COLBIOS,PAZ
Oyo State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Lower,NA,S,F,2001-12-25,COLFHEC,FST
Lagos State,BOTANY/B.SC.,Second Class Lower,NA,S,M,2002-12-03,COLBIOS,PAB
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-09-18,COLAMRUD,AGAD
Lagos State,MECHATRONICS ENGINEERING/B.ENGR.,Second Class Lower,NA,S,M,2000-11-13,COLENG,MTE
Lagos State,BOTANY/B.SC.,Second Class Lower,NA,S,F,2001-04-21,COLBIOS,PAB
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2003-05-26,COLANIM,ANN
Delta State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-09-03,COLANIM,ANN
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1999-08-06,COLANIM,ANP
Oyo State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,F,2002-05-28,COLPHYS,CSC
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1999-05-08,COLPLANT,SSLM
Oyo State,CHEMISTRY/B.Sc.,Second Class Lower,NA,S,F,2000-08-02,COLPHYS,CHM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2002-10-26,COLPLANT,PPCP
Ekiti State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-08-03,COLANIM,APH
Oyo State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,M,2000-07-03,COLPHYS,CSC
Oyo State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,M,2002-02-10,COLPHYS,CSC
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-09-28,COLAMRUD,AGAD
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-07-02,COLANIM,ANP
Ogun State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,1996-08-01,COLPHYS,PHS
Ogun State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,F,2002-03-17,COLBIOS,BCH
Lagos State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,F,2002-05-03,COLBIOS,BCH
Lagos State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Lower,NA,S,F,2002-05-30,COLFHEC,FST
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-11-24,COLAMRUD,AEFM
Oyo State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Lower,NA,S,F,2000-03-01,COLERM,AQFM
Lagos State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,M,2001-04-13,COLPHYS,CSC
Ogun State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,F,2001-12-11,COLPHYS,MTS
Lagos State,AGRICULTURAL AND BIO-RESOURCES ENGINEERING/B.ENG,Second Class Lower,NA,S,M,2000-07-18,COLENG,ABE
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-07-12,COLPLANT,CPT
Oyo State,NUTRITION AND DIETETICS/B.Sc.,Second Class Lower,NA,S,F,2002-02-12,COLFHEC,NUD
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-05-30,COLPLANT,HRT
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-11-20,COLPLANT,PBST
Oyo State,MECHATRONICS ENGINEERING/B.ENGR.,Second Class Lower,NA,S,M,2002-10-19,COLENG,MTE
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2002-03-05,COLPLANT,SSLM
Lagos State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Lower,NA,S,M,2002-12-23,COLFHEC,HTM
Ekiti State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-08-18,COLPLANT,SSLM
Oyo State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,2000-01-21,COLPHYS,PHS
Lagos State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,2003-05-17,COLPHYS,PHS
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-04-30,COLAMRUD,AERD
Ogun State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,1999-02-12,COLPHYS,PHS
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1996-04-22,COLAMRUD,AGAD
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-10-27,COLPLANT,SSLM
Lagos State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,M,2002-06-19,COLPHYS,CSC
Ogun State,VETERINARY MEDICINE/DVM,Second Class Lower,NA,S,M,1999-07-09,COLVET,VET
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1998-10-25,COLANIM,PRM
Ondo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-05-05,COLPLANT,PPCP
Lagos State,BOTANY/B.SC.,Second Class Lower,NA,S,F,2002-04-20,COLBIOS,PAB
Oyo State,STATISTICS/B.Sc.,Second Class Lower,NA,S,F,2000-01-11,COLPHYS,STS
Lagos State,STATISTICS/B.Sc.,Second Class Lower,NA,S,M,2004-01-08,COLPHYS,STS
Lagos State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,M,2000-12-07,COLPHYS,CSC
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-11-16,COLANIM,ANP
Ogun State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,2001-12-26,COLPHYS,PHS
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-08-03,COLANIM,ANP
Ogun State,AGRICULTURAL AND BIO-RESOURCES ENGINEERING/B.ENG,Second Class Lower,NA,S,M,1998-09-21,COLENG,ABE
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-07-07,COLANIM,APH
Oyo State,STATISTICS/B.Sc.,Second Class Lower,NA,S,F,2004-02-18,COLPHYS,STS
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1998-01-15,COLAMRUD,AEFM
Lagos State,STATISTICS/B.Sc.,Second Class Lower,NA,S,M,1999-07-12,COLPHYS,STS
Oyo State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,2001-07-11,COLPHYS,PHS
Oyo State,HOME SCIENCE AND MANAGEMENT(CLOTHING & TEXTILE)/B.Sc.,Second Class Lower,NA,S,M,2001-04-10,COLFHEC,HSM
Niger State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Lower,NA,S,F,1996-12-17,COLFHEC,HTM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-04-25,COLPLANT,SSLM
Ogun State,WATER RESOURCES MANAGEMENT AND AGROMETEOROLOGY (HYDROLOGY OPTION)/B.WRMA,Second Class Lower,NA,S,M,1998-04-20,COLERM,WMA
Oyo State,MECHANICAL ENGINEERING/B.ENGR.,Second Class Lower,NA,S,M,1998-12-05,COLENG,MCE
Lagos State,WATER RESOURCES MANAGEMENT AND AGROMETEOROLOGY (HYDROLOGY OPTION)/B.WRMA,Second Class Lower,NA,S,M,2002-06-17,COLERM,WMA
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-08-30,COLPLANT,HRT
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-08-12,COLAMRUD,AEFM
Ekiti State,FORESTRY AND WILDLIFE MANAGEMENT (WILDLIFE OPTION)/B.FWM,Second Class Lower,NA,S,M,1997-11-18,COLERM,FWM
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-08-31,COLPLANT,HRT
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-08-22,COLAMRUD,AEFM
Ogun State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,M,2003-07-04,COLPHYS,CSC
Oyo State,NUTRITION AND DIETETICS/B.Sc.,Second Class Lower,NA,S,F,2002-08-24,COLFHEC,NUD
Ogun State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Lower,NA,S,F,1999-12-04,COLFHEC,FST
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1998-09-03,COLPLANT,SSLM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-04-10,COLANIM,ANP
Ogun State,ZOOLOGY/B.SC.,Second Class Lower,NA,S,F,1999-02-05,COLBIOS,PAZ
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-06-08,COLPLANT,CPT
Oyo State,FORESTRY AND WILDLIFE MANAGEMENT (WILDLIFE OPTION)/B.FWM,Second Class Lower,NA,S,M,2000-09-08,COLERM,FWM
Lagos State,CHEMISTRY/B.Sc.,Second Class Lower,NA,S,M,1998-03-25,COLPHYS,CHM
Osun State,ZOOLOGY/B.SC.,Second Class Lower,NA,S,F,2002-12-20,COLBIOS,PAZ
Ogun State,HOME SCIENCE AND MANAGEMENT(CHILD DEVELOPMENT & FAMILY STUDIES)/B.Sc.,Second Class Lower,NA,S,F,2003-12-24,COLFHEC,HSM
Ogun State,STATISTICS/B.Sc.,Second Class Lower,NA,S,M,1997-02-25,COLPHYS,STS
Oyo State,CHEMISTRY/B.Sc.,Second Class Lower,NA,S,F,1998-08-08,COLPHYS,CHM
Lagos State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Lower,NA,S,F,2000-06-27,COLERM,EMT
Lagos State,CHEMISTRY/B.Sc.,Second Class Lower,NA,S,F,2002-05-10,COLPHYS,CHM
Osun State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Lower,NA,S,F,2001-05-29,COLERM,FWM
Ogun State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Lower,NA,S,M,1996-12-20,COLERM,FWM
Oyo State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,M,2002-06-26,COLPHYS,CSC
Oyo State,ZOOLOGY/B.SC.,Second Class Lower,NA,S,F,1997-01-03,COLBIOS,PAZ
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1998-09-30,COLPLANT,HRT
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-11-15,COLANIM,PRM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-04-19,COLPLANT,PBST
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1996-06-20,COLPLANT,SSLM
Lagos State,PHYSICS/B.Sc.,Second Class Lower,NA,S,F,2000-10-18,COLPHYS,PHS
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-07-05,COLPLANT,SSLM
Oyo State,STATISTICS/B.Sc.,Second Class Lower,NA,S,M,1995-09-03,COLPHYS,STS
Lagos State,WATER RESOURCES MANAGEMENT AND AGROMETEOROLOGY (HYDROLOGY OPTION)/B.WRMA,Second Class Lower,NA,S,M,2001-09-30,COLERM,WMA
Delta State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,F,2001-08-25,COLPHYS,MTS
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-09-29,COLPLANT,PPCP
Lagos State,CIVIL ENGINEERING/B.ENGR.,Second Class Lower,NA,S,M,2000-10-25,COLENG,CVE
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2002-03-16,COLANIM,APH
Ogun State,CHEMISTRY/B.Sc.,Second Class Lower,NA,S,M,1996-07-13,COLPHYS,CHM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1998-04-02,COLANIM,PRM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-05-20,COLPLANT,SSLM
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1995-04-16,COLANIM,ANP
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1997-09-02,COLPLANT,PBST
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-06-24,COLANIM,APH
Ogun State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,2003-11-15,COLPHYS,PHS
Lagos State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Lower,NA,S,F,2002-06-01,COLFHEC,FST
Lagos State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Lower,NA,S,F,2000-08-30,COLERM,AQFM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-06-26,COLANIM,ABG
Oyo State,ZOOLOGY/B.SC.,Second Class Lower,NA,S,F,2003-12-07,COLBIOS,PAZ
Ogun State,CHEMISTRY/B.Sc.,Second Class Lower,NA,S,F,2002-03-16,COLPHYS,CHM
Ogun State,BOTANY/B.SC.,Second Class Lower,NA,S,F,2002-03-15,COLBIOS,PAB
Ogun State,PHYSICS/B.Sc.,Second Class Lower,NA,S,F,2003-05-03,COLPHYS,PHS
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-09-16,COLPLANT,PBST
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1998-08-04,COLPLANT,CPT
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1998-06-09,COLANIM,ANP
Osun State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,M,2003-01-16,COLPHYS,CSC
Lagos State,STATISTICS/B.Sc.,Second Class Lower,NA,S,F,1998-06-09,COLPHYS,STS
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-01-04,COLPLANT,PBST
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1993-08-04,COLAMRUD,AEFM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1998-12-08,COLANIM,PRM
Rivers State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2002-11-03,COLANIM,APH
Ogun State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,F,2000-08-23,COLBIOS,BCH
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-12-26,COLANIM,ABG
Oyo State,NUTRITION AND DIETETICS/B.Sc.,Second Class Lower,NA,S,F,2002-09-19,COLFHEC,NUD
Ondo State,MECHANICAL ENGINEERING/B.ENGR.,Second Class Lower,NA,S,M,2000-11-14,COLENG,MCE
Ogun State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,2003-06-26,COLPHYS,PHS
Edo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1998-06-02,COLPLANT,SSLM
Oyo State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Lower,NA,S,M,1996-10-18,COLERM,AQFM
Lagos State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,1997-06-05,COLPHYS,MTS
Osun State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,1998-05-31,COLPHYS,MTS
Oyo State,STATISTICS/B.Sc.,Second Class Lower,NA,S,M,1998-07-09,COLPHYS,STS
Lagos State,AGRICULTURAL AND BIO-RESOURCES ENGINEERING/B.ENG,Second Class Lower,NA,S,M,2003-03-21,COLENG,ABE
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1992-11-09,COLANIM,PRM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2002-08-03,COLAMRUD,AGAD
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1998-01-21,COLAMRUD,AGAD
Lagos State,COMPUTER SCIENCE/B.Sc.,Second Class Lower,NA,S,M,2000-06-27,COLPHYS,CSC
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-10-08,COLAMRUD,AEFM
Ogun State,CHEMISTRY/B.Sc.,Second Class Lower,NA,S,F,2000-05-31,COLPHYS,CHM
Ogun State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Lower,NA,S,F,2001-07-30,COLFHEC,FST
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-02-13,COLANIM,ABG
Lagos State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,2003-06-07,COLPHYS,PHS
Oyo State,FORESTRY AND WILDLIFE MANAGEMENT (FORESTRY OPTION)/B.FWM,Second Class Lower,NA,S,F,2000-06-17,COLERM,FWM
Ogun State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,F,1998-11-11,COLBIOS,BCH
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1997-03-26,COLAMRUD,AERD
Osun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-05-13,COLANIM,ANP
Ogun State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Lower,NA,S,F,1998-02-16,COLFHEC,HTM
Ogun State,NUTRITION AND DIETETICS/B.Sc.,Second Class Lower,NA,S,M,2003-03-02,COLFHEC,NUD
Osun State,PHYSICS/B.Sc.,Second Class Lower,NA,S,M,2001-10-20,COLPHYS,PHS
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-08-29,COLPLANT,PPCP
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-10-23,COLPLANT,PPCP
Lagos State,BOTANY/B.SC.,Second Class Lower,NA,S,F,2002-03-28,COLBIOS,PAB
Ogun State,BOTANY/B.SC.,Second Class Lower,NA,S,M,2001-01-13,COLBIOS,PAB
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1992-06-10,COLANIM,ANP
Oyo State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Lower,NA,S,F,2000-04-15,COLFHEC,HTM
Lagos State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Lower,NA,S,F,1996-03-16,COLERM,AQFM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2002-02-07,COLANIM,APH
Ogun State,BIOCHEMISTRY/B.SC.,Second Class Lower,NA,S,M,2001-05-25,COLBIOS,BCH
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1998-07-05,COLPLANT,CPT
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-08-08,COLANIM,PRM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1996-10-20,COLAMRUD,AGAD
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2000-05-21,COLANIM,ANP
Ogun State,ELECTRICAL AND ELECTRONICS ENGINEERING/B.ENGR.,Second Class Lower,NA,S,M,2001-03-01,COLENG,ELE
Ogun State,CHEMISTRY/B.Sc.,Second Class Lower,NA,S,F,2003-12-25,COLPHYS,CHM
Oyo State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Lower,NA,S,F,2001-04-08,COLFHEC,HTM
Ogun State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Lower,NA,S,F,1997-03-14,COLFHEC,FST
Oyo State,MATHEMATICS/B.Sc.,Second Class Lower,NA,S,M,2002-08-31,COLPHYS,MTS
Ogun State,NUTRITION AND DIETETICS/B.Sc.,Second Class Lower,NA,S,F,2000-03-03,COLFHEC,NUD
Ekiti State,BOTANY/B.SC.,Second Class Lower,NA,S,F,2001-11-28,COLBIOS,PAB
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-09-07,COLPLANT,SSLM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-04-20,COLAMRUD,AERD
Ogun State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Lower,NA,S,M,2000-06-15,COLERM,AQFM
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2002-04-29,COLANIM,ANN
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1999-12-30,COLANIM,ANN
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2001-04-13,COLPLANT,PPCP
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1996-06-02,COLPLANT,PPCP
Ogun State,ENVIRONMENTAL MANAGEMENT & TOXICOLOGY (ENV.  MGT OPTION)/B.EMT,Second Class Lower,NA,S,M,2000-10-05,COLERM,EMT
Ogun State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Lower,NA,S,F,2001-09-27,COLFHEC,FST
Ogun State,ELECTRICAL AND ELECTRONICS ENGINEERING/B.ENGR.,Second Class Lower,NA,S,M,2000-09-20,COLENG,ELE
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-11-05,COLPLANT,PPCP
Delta State,HOSPITALITY AND TOURISM/B.Sc.,Second Class Lower,NA,S,F,1997-03-23,COLFHEC,HTM
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2000-05-12,COLPLANT,CPT
Ondo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2002-07-13,COLANIM,APH
Akwa Ibom State,NUTRITION AND DIETETICS/B.Sc.,Second Class Lower,NA,S,M,2000-12-28,COLFHEC,NUD
Ogun State,NUTRITION AND DIETETICS/B.Sc.,Second Class Lower,NA,S,F,2003-10-12,COLFHEC,NUD
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2001-05-29,COLANIM,ANN
Oyo State,CHEMISTRY/B.Sc.,Second Class Lower,NA,S,M,1999-05-18,COLPHYS,CHM
Lagos State,FOOD SCIENCE AND TECHNOLOGY/B.Sc.,Second Class Lower,NA,S,F,2002-05-10,COLFHEC,FST
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1997-07-04,COLANIM,ANN
Lagos State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1998-09-02,COLANIM,ABG
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,1996-06-05,COLPLANT,CPT
Ogun State,STATISTICS/B.Sc.,Second Class Lower,NA,S,F,2002-06-12,COLPHYS,STS
Oyo State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,F,2002-06-02,COLANIM,ANP
Ogun State,ELECTRICAL AND ELECTRONICS ENGINEERING/B.ENGR.,Second Class Lower,NA,S,M,1999-10-31,COLENG,ELE
Kogi State,ZOOLOGY/B.SC.,Second Class Lower,NA,S,M,2001-04-26,COLBIOS,PAZ
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,1996-11-07,COLANIM,ANN
Ogun State,AGRICULTURE/B.AGRIC.,Second Class Lower,NA,S,M,2002-02-03,COLANIM,ANP
Lagos State,AQUACULTURE AND FISHERIES MANAGEMENT/B.AQFM,Second Class Lower,NA,S,M,1999-09-10,COLERM,AQFM
